model,song_id,true_label,segment_count,segment_correct,segment_acc_in_song,majority_pred_label,majority_correct,prob_avg_pred_label,prob_avg_correct,prob_avg_confidence,mean_segment_confidence,prediction_sequence_by_slice
lstm,disco__disco.00030,disco,20,12,0.6,disco,1,disco,1,0.5891723889857531,0.6662567853927612,"disco,disco,disco,disco,disco,rock,rock,rock,disco,disco,rock,rock,disco,disco,disco,disco,disco,rock,rock,rock"
lstm,disco__disco.00040,disco,20,17,0.85,disco,1,disco,1,0.6787523098289967,0.7084048986434937,"disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,reggae,disco,disco,rock,country,disco,disco,disco,disco,disco"
lstm,disco__disco.00044,disco,20,20,1.0,disco,1,disco,1,0.9004437536001205,0.9004438519477844,"disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco"
lstm,disco__disco.00055,disco,20,20,1.0,disco,1,disco,1,0.9382105261087418,0.9382106065750122,"disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco"
lstm,disco__disco.00064,disco,20,20,1.0,disco,1,disco,1,0.8743609249591827,0.8743609189987183,"disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco"
lstm,disco__disco.00075,disco,20,20,1.0,disco,1,disco,1,0.8862513780593873,0.8862514495849609,"disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco"
lstm,disco__disco.00084,disco,20,20,1.0,disco,1,disco,1,0.9074132651090622,0.9074133038520813,"disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco"
lstm,disco__disco.00093,disco,20,20,1.0,disco,1,disco,1,0.8388121724128723,0.8388121724128723,"disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco"
lstm,disco__disco.00094,disco,20,13,0.65,disco,1,disco,1,0.452566222473979,0.5253924131393433,"disco,disco,disco,rock,metal,disco,disco,disco,metal,disco,reggae,reggae,metal,disco,disco,disco,disco,rock,disco,disco"
lstm,disco__disco.00095,disco,20,20,1.0,disco,1,disco,1,0.9335114538669587,0.9335113763809204,"disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco"
lstm,hiphop__hiphop.00002,hiphop,20,8,0.4,rock,0,rock,0,0.4437955977395177,0.7001736760139465,"rock,rock,rock,hiphop,hiphop,hiphop,hiphop,hiphop,rock,rock,rock,rock,hiphop,rock,rock,rock,rock,reggae,hiphop,hiphop"
lstm,hiphop__hiphop.00034,hiphop,20,18,0.9,hiphop,1,hiphop,1,0.7264597117900848,0.7522174715995789,"hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,pop,metal,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop"
lstm,hiphop__hiphop.00038,hiphop,19,16,0.8421052631578947,hiphop,1,hiphop,1,0.6937675998105031,0.8013982176780701,"country,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,pop,hiphop,hiphop,pop,hiphop,hiphop,hiphop"
lstm,hiphop__hiphop.00040,hiphop,20,0,0.0,pop,0,pop,0,0.7812178045511246,0.7839100956916809,"pop,pop,rock,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop"
lstm,hiphop__hiphop.00042,hiphop,20,16,0.8,hiphop,1,hiphop,1,0.6767198076471687,0.8437696695327759,"pop,pop,hiphop,hiphop,hiphop,hiphop,hiphop,pop,hiphop,hiphop,pop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop"
lstm,hiphop__hiphop.00044,hiphop,20,6,0.3,rock,0,rock,0,0.30848002708517014,0.695647120475769,"hiphop,hiphop,hiphop,hiphop,pop,rock,pop,pop,country,country,rock,rock,rock,rock,rock,rock,rock,rock,hiphop,hiphop"
lstm,hiphop__hiphop.00053,hiphop,20,11,0.55,hiphop,1,hiphop,1,0.44292316352948546,0.7942729592323303,"pop,pop,pop,pop,pop,pop,pop,pop,pop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop"
lstm,hiphop__hiphop.00076,hiphop,20,19,0.95,hiphop,1,hiphop,1,0.8950976356863976,0.9048529863357544,"hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,pop,hiphop,hiphop,hiphop"
lstm,hiphop__hiphop.00079,hiphop,20,0,0.0,pop,0,pop,0,0.9271064907312393,0.927106499671936,"pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop"
lstm,hiphop__hiphop.00082,hiphop,20,20,1.0,hiphop,1,hiphop,1,0.8371502608060837,0.8371502757072449,"hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop"
lstm,hiphop__hiphop.00087,hiphop,20,11,0.55,hiphop,1,hiphop,1,0.5096526295877993,0.7346646189689636,"hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,disco,disco,disco,disco,disco,disco,disco,disco,disco"
lstm,hiphop__hiphop.00089,hiphop,20,19,0.95,hiphop,1,hiphop,1,0.7372195668518543,0.7550539374351501,"hiphop,hiphop,disco,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop"
lstm,hiphop__hiphop.00093,hiphop,20,12,0.6,hiphop,1,hiphop,1,0.45291257752105596,0.6699968576431274,"hiphop,hiphop,hiphop,hiphop,metal,hiphop,disco,hiphop,hiphop,hiphop,hiphop,hiphop,disco,hiphop,disco,disco,disco,hiphop,disco,disco"
lstm,hiphop__hiphop.00094,hiphop,20,20,1.0,hiphop,1,hiphop,1,0.9378418534994125,0.9378418922424316,"hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop"
lstm,hiphop__hiphop.00098,hiphop,20,19,0.95,hiphop,1,hiphop,1,0.8835135102272034,0.8992000818252563,"hiphop,hiphop,hiphop,hiphop,hiphop,disco,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop"
lstm,jazz__jazz.00033,jazz,20,20,1.0,jazz,1,jazz,1,0.932417631149292,0.9324175715446472,"jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz"
lstm,jazz__jazz.00041,jazz,20,20,1.0,jazz,1,jazz,1,0.8794920593500137,0.8794921040534973,"jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz"
lstm,jazz__jazz.00046,jazz,20,19,0.95,jazz,1,jazz,1,0.8919376328587532,0.893379807472229,"jazz,jazz,jazz,jazz,jazz,jazz,blues,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz"
lstm,jazz__jazz.00048,jazz,20,16,0.8,jazz,1,jazz,1,0.6392674148082733,0.6942548155784607,"jazz,jazz,jazz,jazz,jazz,rock,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,rock,jazz,classical,rock,jazz,jazz"
lstm,jazz__jazz.00050,jazz,20,2,0.1,pop,0,pop,0,0.44775515710935,0.6564429998397827,"pop,reggae,reggae,pop,reggae,reggae,reggae,reggae,pop,pop,pop,pop,jazz,jazz,pop,pop,pop,pop,pop,pop"
lstm,jazz__jazz.00059,jazz,20,7,0.35,jazz,1,jazz,1,0.3390487767755985,0.607741117477417,"jazz,jazz,jazz,jazz,jazz,jazz,jazz,rock,blues,pop,rock,rock,rock,blues,rock,rock,blues,rock,reggae,reggae"
lstm,jazz__jazz.00060,jazz,20,20,1.0,jazz,1,jazz,1,0.8845133125782013,0.884513258934021,"jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz"
lstm,jazz__jazz.00071,jazz,20,20,1.0,jazz,1,jazz,1,0.9043875426054001,0.9043875932693481,"jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz"
lstm,jazz__jazz.00081,jazz,20,7,0.35,rock,0,rock,0,0.41307497043162583,0.5585739612579346,"rock,rock,rock,jazz,rock,rock,rock,jazz,rock,rock,rock,rock,jazz,jazz,jazz,jazz,jazz,rock,rock,rock"
lstm,jazz__jazz.00084,jazz,20,20,1.0,jazz,1,jazz,1,0.9336479753255844,0.9336479902267456,"jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz"
lstm,jazz__jazz.00086,jazz,20,19,0.95,jazz,1,jazz,1,0.8086883097887039,0.8123245239257812,"jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,pop,jazz,jazz,jazz"
lstm,jazz__jazz.00091,jazz,20,19,0.95,jazz,1,jazz,1,0.866555617749691,0.8691805601119995,"jazz,jazz,jazz,jazz,jazz,pop,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz"
lstm,jazz__jazz.00092,jazz,20,20,1.0,jazz,1,jazz,1,0.9322047531604767,0.9322047233581543,"jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz"
lstm,jazz__jazz.00096,jazz,20,18,0.9,jazz,1,jazz,1,0.8302327312529088,0.8546846508979797,"jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,rock,rock,jazz,jazz,jazz,jazz"
lstm,jazz__jazz.00099,jazz,20,20,1.0,jazz,1,jazz,1,0.8645197123289108,0.8645197153091431,"jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz"
lstm,metal__metal.00002,metal,20,18,0.9,metal,1,metal,1,0.6232541788369417,0.6827887296676636,"metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,rock,rock"
lstm,metal__metal.00004,metal,20,20,1.0,metal,1,metal,1,0.9080439984798432,0.9080440402030945,"metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal"
lstm,metal__metal.00012,metal,20,20,1.0,metal,1,metal,1,0.9387518018484116,0.9387518763542175,"metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal"
lstm,metal__metal.00022,metal,20,8,0.4,rock,0,rock,0,0.5149650549516082,0.6598774194717407,"metal,rock,metal,metal,metal,metal,metal,metal,rock,rock,rock,rock,metal,rock,rock,rock,rock,rock,rock,rock"
lstm,metal__metal.00024,metal,20,20,1.0,metal,1,metal,1,0.9127984195947647,0.9127985239028931,"metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal"
lstm,metal__metal.00030,metal,20,10,0.5,metal,1,metal,1,0.43841439597308635,0.6658250093460083,"rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal"
lstm,metal__metal.00049,metal,20,20,1.0,metal,1,metal,1,0.9321262210607528,0.9321262240409851,"metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal"
lstm,metal__metal.00051,metal,20,20,1.0,metal,1,metal,1,0.929636663198471,0.9296366572380066,"metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal"
lstm,metal__metal.00052,metal,20,20,1.0,metal,1,metal,1,0.9232355862855911,0.9232355952262878,"metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal"
lstm,metal__metal.00056,metal,20,20,1.0,metal,1,metal,1,0.9292248755693435,0.9292248487472534,"metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal"
lstm,metal__metal.00069,metal,20,14,0.7,metal,1,metal,1,0.5517548229545355,0.6920869946479797,"metal,metal,metal,disco,reggae,metal,metal,metal,metal,metal,metal,rock,metal,metal,metal,metal,metal,rock,rock,rock"
lstm,metal__metal.00091,metal,20,2,0.1,rock,0,rock,0,0.776278717070818,0.8202959299087524,"rock,rock,metal,rock,rock,rock,rock,metal,disco,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock"
lstm,metal__metal.00092,metal,20,15,0.75,metal,1,metal,1,0.5114073844626545,0.6444075107574463,"metal,metal,metal,metal,metal,metal,metal,metal,rock,rock,rock,metal,metal,rock,rock,metal,metal,metal,metal,metal"
lstm,metal__metal.00096,metal,20,15,0.75,metal,1,metal,1,0.6185300523415208,0.7750545740127563,"metal,metal,metal,metal,metal,metal,hiphop,hiphop,metal,metal,metal,metal,metal,metal,metal,metal,hiphop,metal,hiphop,hiphop"
lstm,metal__metal.00097,metal,20,17,0.85,metal,1,metal,1,0.7376764640212059,0.7998226881027222,"rock,blues,rock,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal"
lstm,pop__pop.00003,pop,20,17,0.85,pop,1,pop,1,0.6244201112538577,0.7114359140396118,"pop,pop,pop,pop,pop,pop,pop,pop,reggae,pop,pop,rock,rock,pop,pop,pop,pop,pop,pop,pop"
lstm,pop__pop.00007,pop,20,12,0.6,pop,1,pop,1,0.5581777484621853,0.7195029854774475,"pop,pop,rock,jazz,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,rock,rock,country,classical,classical,classical"
lstm,pop__pop.00015,pop,20,20,1.0,pop,1,pop,1,0.9490952372550965,0.9490952491760254,"pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop"
lstm,pop__pop.00021,pop,20,20,1.0,pop,1,pop,1,0.9406116664409637,0.9406116604804993,"pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop"
lstm,pop__pop.00028,pop,20,20,1.0,pop,1,pop,1,0.9471438646316528,0.9471438527107239,"pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop"
lstm,pop__pop.00029,pop,20,19,0.95,pop,1,pop,1,0.8821485631167889,0.9141472578048706,"pop,pop,pop,pop,pop,reggae,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop"
lstm,pop__pop.00033,pop,20,16,0.8,pop,1,pop,1,0.605010768212378,0.7151567935943604,"pop,pop,pop,pop,pop,pop,rock,hiphop,hiphop,pop,pop,pop,metal,pop,pop,pop,pop,pop,pop,pop"
lstm,pop__pop.00034,pop,20,20,1.0,pop,1,pop,1,0.9469262212514877,0.9469262957572937,"pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop"
lstm,pop__pop.00035,pop,20,20,1.0,pop,1,pop,1,0.9467927783727645,0.9467927813529968,"pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop"
lstm,pop__pop.00038,pop,20,20,1.0,pop,1,pop,1,0.9354490160942077,0.935448944568634,"pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop"
