model,song_id,true_label,segment_count,segment_correct,segment_acc_in_song,majority_pred_label,majority_correct,prob_avg_pred_label,prob_avg_correct,prob_avg_confidence,mean_segment_confidence,prediction_sequence_by_slice
cnn,country__country.00029,country,20,18,0.9,country,1,country,1,0.6952204238623381,0.7456525564193726,"country,country,country,jazz,country,country,country,country,country,country,country,country,country,country,country,country,country,country,jazz,country"
cnn,country__country.00047,country,20,20,1.0,country,1,country,1,0.8981979757547378,0.898198127746582,"country,country,country,country,country,country,country,country,country,country,country,country,country,country,country,country,country,country,country,country"
cnn,country__country.00057,country,20,15,0.75,country,1,country,1,0.6307094113901257,0.7516772150993347,"country,country,country,country,blues,country,country,country,country,country,country,country,country,country,rock,rock,blues,blues,country,country"
cnn,country__country.00059,country,20,9,0.45,blues,0,country,1,0.410313019528985,0.644922137260437,"blues,blues,blues,blues,blues,blues,blues,blues,country,country,rock,blues,blues,country,country,country,country,country,country,country"
cnn,country__country.00067,country,20,6,0.3,blues,0,blues,0,0.4518417621962726,0.7261658906936646,"rock,blues,blues,blues,blues,country,country,country,jazz,jazz,jazz,country,country,blues,blues,country,blues,blues,blues,blues"
cnn,country__country.00068,country,20,8,0.4,country,1,country,1,0.3357924696058035,0.5834617614746094,"rock,rock,rock,country,country,rock,country,country,country,jazz,blues,blues,country,country,blues,blues,country,rock,blues,blues"
cnn,country__country.00069,country,20,11,0.55,country,1,country,1,0.4721106501296163,0.698505163192749,"classical,classical,blues,country,country,rock,reggae,blues,country,country,country,country,country,country,country,country,country,classical,blues,blues"
cnn,country__country.00075,country,20,0,0.0,blues,0,blues,0,0.3466765981167555,0.6138414144515991,"rock,rock,blues,blues,blues,rock,rock,jazz,rock,rock,blues,blues,jazz,jazz,blues,hiphop,rock,rock,blues,blues"
cnn,country__country.00076,country,20,9,0.45,country,1,country,1,0.41896290611475706,0.675804853439331,"country,blues,blues,country,country,country,blues,country,country,country,rock,country,country,rock,rock,blues,blues,blues,blues,blues"
cnn,country__country.00077,country,20,17,0.85,country,1,country,1,0.7513783924281597,0.8213807940483093,"country,country,country,country,country,rock,country,country,country,rock,rock,country,country,country,country,country,country,country,country,country"
cnn,country__country.00097,country,20,20,1.0,country,1,country,1,0.8700117543339729,0.8700118064880371,"country,country,country,country,country,country,country,country,country,country,country,country,country,country,country,country,country,country,country,country"
cnn,country__country.00099,country,20,5,0.25,blues,0,blues,0,0.5613167132250965,0.7049988508224487,"blues,blues,reggae,country,country,blues,blues,country,blues,blues,blues,country,blues,blues,country,blues,blues,blues,blues,blues"
cnn,disco__disco.00000,disco,20,18,0.9,disco,1,disco,1,0.776773002743721,0.797710120677948,"disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,hiphop,hiphop,disco,disco,disco,disco,disco,disco"
cnn,disco__disco.00003,disco,20,11,0.55,disco,1,disco,1,0.43063556412234905,0.5682169198989868,"country,rock,rock,hiphop,hiphop,hiphop,disco,disco,reggae,disco,disco,disco,disco,disco,disco,hiphop,disco,disco,reggae,disco"
cnn,disco__disco.00010,disco,20,0,0.0,hiphop,0,hiphop,0,0.47310065627098086,0.5694762468338013,"pop,pop,pop,pop,pop,pop,hiphop,hiphop,hiphop,hiphop,hiphop,pop,pop,hiphop,pop,hiphop,hiphop,hiphop,hiphop,hiphop"
cnn,disco__disco.00020,disco,20,0,0.0,reggae,0,reggae,0,0.4473055356182158,0.7708808779716492,"reggae,reggae,country,country,country,country,rock,country,country,rock,reggae,reggae,reggae,reggae,country,reggae,country,reggae,reggae,reggae"
cnn,disco__disco.00021,disco,20,12,0.6,disco,1,disco,1,0.5520773255266249,0.6892386078834534,"classical,pop,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,pop,pop,pop,pop,pop,pop"
cnn,disco__disco.00030,disco,20,8,0.4,disco,1,disco,1,0.35642249409575016,0.5992449522018433,"disco,pop,disco,disco,disco,pop,rock,disco,hiphop,hiphop,hiphop,hiphop,rock,disco,rock,pop,pop,hiphop,disco,disco"
cnn,disco__disco.00040,disco,20,0,0.0,reggae,0,reggae,0,0.7686734646558762,0.7686734795570374,"reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae,reggae"
cnn,disco__disco.00044,disco,20,19,0.95,disco,1,disco,1,0.8255257159471512,0.8361765742301941,"disco,disco,disco,disco,disco,disco,disco,disco,pop,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco"
cnn,disco__disco.00055,disco,20,20,1.0,disco,1,disco,1,0.9324800997972489,0.9324800372123718,"disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco"
cnn,disco__disco.00064,disco,20,20,1.0,disco,1,disco,1,0.928040874004364,0.9280408620834351,"disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco"
cnn,disco__disco.00075,disco,20,13,0.65,disco,1,disco,1,0.48703175149857997,0.6680444478988647,"disco,disco,disco,disco,disco,disco,metal,metal,disco,metal,metal,metal,disco,disco,disco,disco,disco,disco,metal,metal"
cnn,disco__disco.00084,disco,20,18,0.9,disco,1,disco,1,0.7943787425756454,0.8181095123291016,"disco,disco,disco,hiphop,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,hiphop,disco,disco"
cnn,disco__disco.00093,disco,20,20,1.0,disco,1,disco,1,0.7789524510502815,0.778952419757843,"disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco"
cnn,disco__disco.00094,disco,20,0,0.0,metal,0,metal,0,0.36023759469389915,0.5900448560714722,"blues,blues,blues,metal,metal,metal,metal,metal,metal,metal,metal,metal,rock,blues,blues,blues,blues,metal,metal,metal"
cnn,disco__disco.00095,disco,20,20,1.0,disco,1,disco,1,0.9278612613677979,0.9278613328933716,"disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco,disco"
cnn,hiphop__hiphop.00002,hiphop,20,20,1.0,hiphop,1,hiphop,1,0.8295468777418137,0.8295468091964722,"hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop"
cnn,hiphop__hiphop.00034,hiphop,20,20,1.0,hiphop,1,hiphop,1,0.9332783132791519,0.9332782626152039,"hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop"
cnn,hiphop__hiphop.00038,hiphop,19,19,1.0,hiphop,1,hiphop,1,0.6971864088585502,0.6971864700317383,"hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop"
cnn,hiphop__hiphop.00040,hiphop,20,2,0.1,pop,0,pop,0,0.45881253872066735,0.5962667465209961,"pop,blues,pop,pop,country,country,pop,reggae,pop,pop,pop,pop,hiphop,hiphop,pop,pop,pop,pop,pop,pop"
cnn,hiphop__hiphop.00042,hiphop,20,19,0.95,hiphop,1,hiphop,1,0.8764429032802582,0.8926166296005249,"reggae,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop"
cnn,hiphop__hiphop.00044,hiphop,20,4,0.2,rock,0,rock,0,0.34914540611207484,0.6038604974746704,"hiphop,hiphop,hiphop,hiphop,pop,reggae,pop,pop,reggae,rock,rock,rock,rock,rock,rock,rock,rock,country,rock,rock"
cnn,hiphop__hiphop.00053,hiphop,20,9,0.45,pop,0,pop,0,0.42708054948598145,0.7497717142105103,"pop,pop,pop,pop,pop,pop,pop,pop,pop,hiphop,hiphop,hiphop,hiphop,pop,hiphop,hiphop,pop,hiphop,hiphop,hiphop"
cnn,hiphop__hiphop.00076,hiphop,20,20,1.0,hiphop,1,hiphop,1,0.9265368312597275,0.9265368580818176,"hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop"
cnn,hiphop__hiphop.00079,hiphop,20,1,0.05,pop,0,pop,0,0.7241205930709839,0.7435563802719116,"hiphop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop"
cnn,hiphop__hiphop.00082,hiphop,20,20,1.0,hiphop,1,hiphop,1,0.8925283640623093,0.8925284147262573,"hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop"
cnn,hiphop__hiphop.00087,hiphop,20,20,1.0,hiphop,1,hiphop,1,0.9316478699445725,0.9316478967666626,"hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop"
cnn,hiphop__hiphop.00089,hiphop,20,20,1.0,hiphop,1,hiphop,1,0.9003946959972382,0.9003946185112,"hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop"
cnn,hiphop__hiphop.00093,hiphop,20,4,0.2,metal,0,metal,0,0.6335007891058921,0.6755374670028687,"metal,metal,metal,metal,metal,metal,metal,hiphop,hiphop,hiphop,metal,hiphop,metal,metal,metal,metal,metal,metal,metal,metal"
cnn,hiphop__hiphop.00094,hiphop,20,18,0.9,hiphop,1,hiphop,1,0.8077727228403091,0.8318364024162292,"hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,metal,metal,hiphop,hiphop,hiphop,hiphop,hiphop"
cnn,hiphop__hiphop.00098,hiphop,20,20,1.0,hiphop,1,hiphop,1,0.9417918026447296,0.941791832447052,"hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop,hiphop"
cnn,jazz__jazz.00033,jazz,20,20,1.0,jazz,1,jazz,1,0.9469046175479889,0.9469045400619507,"jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz"
cnn,jazz__jazz.00041,jazz,20,20,1.0,jazz,1,jazz,1,0.9439595460891723,0.9439595937728882,"jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz"
cnn,jazz__jazz.00046,jazz,20,20,1.0,jazz,1,jazz,1,0.9400279015302658,0.9400278925895691,"jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz"
cnn,jazz__jazz.00048,jazz,20,20,1.0,jazz,1,jazz,1,0.8977296769618988,0.8977296948432922,"jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz"
cnn,jazz__jazz.00050,jazz,20,3,0.15,hiphop,0,hiphop,0,0.36292842533439396,0.5520222187042236,"jazz,hiphop,hiphop,hiphop,hiphop,reggae,hiphop,jazz,jazz,pop,pop,hiphop,hiphop,pop,disco,hiphop,pop,pop,pop,pop"
cnn,jazz__jazz.00059,jazz,20,17,0.85,jazz,1,jazz,1,0.6175458969548344,0.7115805745124817,"jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,blues,hiphop,hiphop,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz"
cnn,jazz__jazz.00060,jazz,20,20,1.0,jazz,1,jazz,1,0.9363329201936722,0.9363330006599426,"jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz"
cnn,jazz__jazz.00071,jazz,20,20,1.0,jazz,1,jazz,1,0.9327427387237549,0.9327427744865417,"jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz"
cnn,jazz__jazz.00081,jazz,20,20,1.0,jazz,1,jazz,1,0.8665160894393921,0.86651611328125,"jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz"
cnn,jazz__jazz.00084,jazz,20,20,1.0,jazz,1,jazz,1,0.9294931173324585,0.9294931292533875,"jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz"
cnn,jazz__jazz.00086,jazz,20,20,1.0,jazz,1,jazz,1,0.8950805425643921,0.89508056640625,"jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz"
cnn,jazz__jazz.00091,jazz,20,20,1.0,jazz,1,jazz,1,0.8417802825570107,0.8417803049087524,"jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz"
cnn,jazz__jazz.00092,jazz,20,20,1.0,jazz,1,jazz,1,0.8373909503221512,0.8373910188674927,"jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz"
cnn,jazz__jazz.00096,jazz,20,20,1.0,jazz,1,jazz,1,0.9444104880094528,0.9444104433059692,"jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz"
cnn,jazz__jazz.00099,jazz,20,20,1.0,jazz,1,jazz,1,0.9461938261985778,0.9461938142776489,"jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz,jazz"
cnn,metal__metal.00002,metal,20,20,1.0,metal,1,metal,1,0.8335999503731728,0.8335999250411987,"metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal"
cnn,metal__metal.00004,metal,20,20,1.0,metal,1,metal,1,0.920485669374466,0.9204856157302856,"metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal"
cnn,metal__metal.00012,metal,20,20,1.0,metal,1,metal,1,0.9505574405193329,0.9505575299263,"metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal"
cnn,metal__metal.00022,metal,20,18,0.9,metal,1,metal,1,0.7017358329147101,0.7565638422966003,"metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,rock,rock,metal,metal,metal,metal,metal,metal,metal,metal"
cnn,metal__metal.00024,metal,20,20,1.0,metal,1,metal,1,0.8892295092344285,0.8892294764518738,"metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal"
cnn,metal__metal.00030,metal,20,8,0.4,rock,0,metal,1,0.3514082200825214,0.5541847944259644,"rock,rock,rock,rock,rock,rock,rock,rock,rock,metal,pop,metal,metal,metal,metal,metal,metal,metal,pop,pop"
cnn,metal__metal.00049,metal,20,20,1.0,metal,1,metal,1,0.9253461450338364,0.9253461956977844,"metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal"
cnn,metal__metal.00051,metal,20,20,1.0,metal,1,metal,1,0.9331337422132492,0.9331337809562683,"metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal"
cnn,metal__metal.00052,metal,20,20,1.0,metal,1,metal,1,0.8264607220888138,0.8264606595039368,"metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal"
cnn,metal__metal.00056,metal,20,20,1.0,metal,1,metal,1,0.9140345603227615,0.9140345454216003,"metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal"
cnn,metal__metal.00069,metal,20,19,0.95,metal,1,metal,1,0.7821764387190342,0.7994038462638855,"metal,metal,metal,metal,reggae,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal"
cnn,metal__metal.00091,metal,20,0,0.0,rock,0,rock,0,0.8756717354059219,0.8756716847419739,"rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock"
cnn,metal__metal.00092,metal,20,18,0.9,metal,1,metal,1,0.7211696848273277,0.7543969750404358,"metal,metal,metal,metal,metal,metal,metal,metal,metal,rock,rock,metal,metal,metal,metal,metal,metal,metal,metal,metal"
cnn,metal__metal.00096,metal,20,14,0.7,metal,1,metal,1,0.6626383079215884,0.8652135133743286,"metal,metal,metal,metal,metal,metal,hiphop,metal,metal,metal,metal,metal,metal,metal,metal,hiphop,hiphop,hiphop,hiphop,hiphop"
cnn,metal__metal.00097,metal,20,14,0.7,metal,1,metal,1,0.7087579815648496,0.8524861335754395,"blues,blues,blues,blues,hiphop,hiphop,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal,metal"
cnn,pop__pop.00003,pop,20,19,0.95,pop,1,pop,1,0.7502966150641441,0.7572304010391235,"pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,hiphop,pop,pop,pop,pop,pop,pop,pop"
cnn,pop__pop.00007,pop,20,11,0.55,pop,1,pop,1,0.43914477988146244,0.6632559895515442,"pop,reggae,jazz,jazz,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,rock,country,reggae,country,country,country"
cnn,pop__pop.00015,pop,20,20,1.0,pop,1,pop,1,0.9392211019992829,0.9392210841178894,"pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop"
cnn,pop__pop.00021,pop,20,20,1.0,pop,1,pop,1,0.9210701197385788,0.9210700988769531,"pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop"
cnn,pop__pop.00028,pop,20,20,1.0,pop,1,pop,1,0.8714140266180038,0.871414065361023,"pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop"
cnn,pop__pop.00029,pop,20,20,1.0,pop,1,pop,1,0.8740841418504715,0.8740841150283813,"pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop"
cnn,pop__pop.00033,pop,20,17,0.85,pop,1,pop,1,0.6036635875701905,0.6371322870254517,"pop,pop,pop,pop,pop,pop,pop,pop,hiphop,rock,pop,pop,pop,pop,hiphop,pop,pop,pop,pop,pop"
cnn,pop__pop.00034,pop,20,20,1.0,pop,1,pop,1,0.9061080604791641,0.9061080813407898,"pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop,pop"
